930830	1000.00	1000.00
940726	1070.04	2846.47	XICO	CN	LCE	DRXR	PTON	DATX	LEVL	CSIM	ADPT	BFRS
940727	1068.35	2846.47	XICO	CN	LCE	WWTK	FORE	DRXR	PTON	DATX	LEVL	ADAC
940728	1067.75	2856.75	XICO	CN	LCE	WWTK	FORE	DRXR	PTON	DATX	ADAC	CSIM
940729	1080.17	2894.08	XICO	CN	LCE	DRXR	PTON	DATX	SIII	ADAC	CSIM	BFRS
940801	1086.06	2896.45	XICO	CN	LCE	DRXR	PTON	DATX	ADAC	CSIM	INMT	BFRS
940802	1086.19	2913.49	XICO	CN	LCE	DRXR	PTON	DATX	CSIM	BGEN	AMA	INMT
940803	1084.71	2916.12	XICO	CN	LCE	DRXR	PTON	DATX	CSIM	INMT	BFRS	MLT
940804	1078.68	2916.12	XICO	CN	LCE	DRXR	PTON	DATX	SIII	CSIM	ATC	INMT
940805	1075.68	2916.12	XICO	CN	LCE	DRXR	PTON	DATX	CSIM	SIII	INMT	BFRS
940808	1081.46	2906.63	XICO	CN	LCE	DRXR	PTON	DATX	CSIM	SIII	INMT	BFRS
940809	1085.70	2916.40	XICO	CN	LCE	DRXR	PTON	DATX	CSIM	INMT	BFRS	MLT
940810	1095.29	2916.40	XICO	CN	LCE	DRXR	PTON	DATX	CSIM	INMT	BFRS	MLT
940811	1096.04	2916.40	XICO	CN	LCE	DRXR	PTON	DATX	CSIM	RNBO	INMT	MLT
940812	1103.86	2944.86	XICO	CN	LCE	DRXR	PTON	DATX	CSIM	INMT	MLT	BFRS
940815	1104.82	2944.86	XICO	CN	LCE	AMA	DRXR	PTON	DATX	CSIM	INMT	MLT
940816	1113.64	2944.86	XICO	CN	LCE	DRXR	PTON	DATX	CSIM	DMIC	INMT	MLT
940817	1119.51	2952.76	XICO	CN	LCE	DRXR	PTON	DATX	CSIM	INMT	MLT	HOGN
940818	1116.27	2952.76	XICO	CN	LCE	DRXR	PTON	DATX	KOSS	CSIM	INMT	MLT
940819	1120.02	2952.76	XICO	CN	LCE	DRXR	PTON	DATX	KOSS	CSIM	INMT	MLT
940822	1118.85	2952.76	XICO	CN	LCE	DRXR	PTON	DATX	KOSS	CSIM	INMT	MLT
940823	1124.28	2952.76	XICO	CN	LCE	BTRE	DRXR	PTON	DATX	KOSS	CSIM	INMT
940824	1130.82	2952.76	XICO	CN	LCE	BTRE	DRXR	CREAF	PTON	DATX	KMT	CSIM
940825	1132.25	2965.70	XICO	CN	LCE	BTRE	DRXR	PTON	DATX	KMT	CSIM	KOSS
940826	1142.16	2976.97	XICO	CN	LCE	BTRE	DRXR	DATX	PTON	CSIM	INMT	BNYN
940829	1147.39	3009.17	XICO	CN	LCE	DRXR	DATX	PTON	CSIM	INMT	MLT	HOGN
940830	1152.93	3009.17	XICO	CN	LCE	DRXR	DATX	PTON	ATC	CSIM	INMT	MLT
940831	1151.35	3030.16	XICO	CN	LCE	DRXR	DATX	PTON	CSIM	INMT	MLT	HOGN
940901	1144.27	3030.16	XICO	CN	LCE	DRXR	DATX	PTON	CSIM	LOTS	BGEN	INMT
