1991-10-01	IBM	102.62
1991-10-02	BNI	36.63
1991-10-02	IBM	101.12
1991-10-03	BNI	36.5
1991-10-03	IBM	99
1991-10-04	BNI	36
1991-10-04	IBM	98.25
1991-10-07	BNI	35.63
1991-10-07	IBM	98.87
1991-10-08	BNI	36
1991-10-08	IBM	98
1991-10-09	BNI	36
1991-10-09	IBM	97.25
1991-10-10	BNI	36.5
1991-10-10	IBM	99.75
1991-10-11	BNI	36.25
1991-10-11	IBM	99.87
1991-10-14	BNI	36.5
1991-10-14	IBM	101.25
1991-10-15	BNI	37.13
1991-10-15	IBM	104.25
1991-10-16	BNI	38
1991-10-16	IBM	101.62
1991-10-17	BNI	39.13
1991-10-17	IBM	99.87
1991-10-18	BNI	40
1991-10-18	IBM	100.37
1991-10-21	BNI	40
1991-10-21	IBM	100.25
1991-10-22	BNI	39
1991-10-22	IBM	98.5
1991-10-23	BNI	39.38
1991-10-23	IBM	98.5
1991-10-24	BNI	38.25
1991-10-24	IBM	98.25
1991-10-25	BNI	38.63
1991-10-25	IBM	98
1991-10-28	BNI	40
1991-10-28	IBM	98.25
1991-10-29	BNI	40
1991-10-29	IBM	98.87
1991-10-30	BNI	40.13
1991-10-30	IBM	100.25
1991-10-31	BNI	40.38
1991-10-31	IBM	98.25
1991-11-01	BNI	40.63
1991-11-01	IBM	98.37
1991-11-04	BNI	40.5
1991-11-04	IBM	97
1991-11-05	BNI	40.5
1991-11-05	IBM	96.62
1991-11-06	BNI	41
1991-11-06	IBM	96.62
1991-11-07	BNI	41.25
1991-11-07	IBM	99.87
1991-11-08	BNI	40.25
1991-11-08	IBM	100.25
1991-11-11	BNI	39.75
1991-11-11	IBM	100.12
1991-11-12	BNI	40
1991-11-12	IBM	99.37
1991-11-13	BNI	40
1991-11-13	IBM	98.87
1991-11-14	BNI	40.13
1991-11-14	IBM	100
1991-11-15	BNI	37
1991-11-15	IBM	96.25
1991-11-18	BNI	37
1991-11-18	IBM	97.25
1991-11-19	BNI	35.75
1991-11-19	IBM	96.5
1991-11-20	BNI	36.25
1991-11-20	IBM	95.5
1991-11-21	BNI	37.63
1991-11-21	IBM	95.37
1991-11-22	BNI	36
1991-11-22	IBM	94.75
1991-11-25	BNI	35.88
1991-11-25	IBM	95.12
1991-11-26	BNI	36.38
1991-11-26	IBM	97.87
1991-11-27	BNI	36.13
1991-11-27	IBM	94.25
1991-11-29	BNI	35.75
1991-11-29	IBM	92.5
1991-12-02	BNI	38.13
1991-12-02	IBM	92.25
1991-12-03	BNI	37.88
1991-12-03	IBM	91.25
1991-12-04	BNI	38.13
1991-12-04	IBM	90
1991-12-05	BNI	39.5
1991-12-05	IBM	90.25
1991-12-06	BNI	39.5
1991-12-06	IBM	89
1991-12-09	BNI	38.88
1991-12-09	IBM	85.12
1991-12-10	BNI	37
1991-12-10	IBM	86.25
1991-12-11	BNI	36.5
1991-12-11	IBM	87.75
1991-12-12	BNI	37.25
1991-12-12	IBM	88.62
1991-12-13	BNI	37.88
1991-12-13	IBM	88
1991-12-16	BNI	37
1991-12-16	IBM	86.87
1991-12-17	BNI	36.75
1991-12-17	IBM	85.5
1991-12-18	BNI	36.63
1991-12-18	IBM	86.25
1991-12-19	BNI	36
1991-12-19	IBM	84.87
1991-12-20	BNI	37.63
1991-12-20	IBM	85.75
1991-12-23	BNI	37.75
1991-12-23	IBM	88.25
1991-12-24	BNI	38.38
1991-12-24	IBM	88.25
1991-12-26	BNI	38.5
1991-12-26	IBM	88.25
1991-12-27	BNI	38.5
1991-12-27	IBM	89.37
1991-12-30	BNI	39.88
1991-12-30	IBM	90.37
1991-12-31	BNI	40.5
1991-12-31	IBM	89
1992-01-02	BNI	40
1992-01-02	IBM	90.25
1992-01-03	BNI	40.63
1992-01-03	IBM	90.37
1992-01-06	BNI	41
1992-01-06	IBM	92.25
1992-01-07	BNI	41.88
1992-01-07	IBM	94.62
1992-01-08	BNI	42.63
1992-01-08	IBM	92.37
1992-01-09	BNI	42.13
1992-01-09	IBM	91.25
1992-01-10	BNI	40.75
1992-01-10	IBM	90.87
1992-01-13	BNI	41.38
1992-01-13	IBM	90.25
1992-01-14	BNI	42.38
1992-01-14	IBM	92.37
1992-01-15	BNI	43.5
1992-01-15	IBM	95.37
1992-01-16	BNI	43.63
1992-01-16	IBM	95.5
1992-01-17	BNI	42.88
1992-01-17	IBM	96.37
1992-01-20	BNI	42.88
1992-01-20	IBM	95.25
1992-01-21	BNI	41.5
1992-01-21	IBM	92.87
1992-01-22	BNI	41.5
1992-01-22	IBM	95.62
1992-01-23	BNI	41.5
1992-01-23	IBM	93.5
1992-01-24	BNI	41
1992-01-24	IBM	93.12
1992-01-27	BNI	40.63
1992-01-27	IBM	93.75
1992-01-28	BNI	41
1992-01-28	IBM	93.25
1992-01-29	BNI	40.75
1992-01-29	IBM	91.87
1992-01-30	BNI	40.5
1992-01-30	IBM	91.75
1992-01-31	BNI	40
1992-01-31	IBM	90
1992-02-03	BNI	40.25
1992-02-03	IBM	91.37
1992-02-04	BNI	40.5
1992-02-04	IBM	92.25
1992-02-05	BNI	41
1992-02-05	IBM	91.25
1992-02-06	BNI	41.5
1992-02-06	IBM	89.87
1992-02-07	BNI	40.75
1992-02-07	IBM	89.25
1992-02-10	BNI	41.38
1992-02-10	IBM	89.75
